No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3738,TPCO,Tribune Publishing Company,Communication Services,Publishing,USA,459.41M,-,12.54,-1.03%,"4,500"
3740,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,1.18B,-,35.03,0.20%,"158,983"
3741,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,5.28B,-,18.83,-1.93%,"1,413,818"
3743,TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.41B,-,116.90,-1.06%,"70,564"
3745,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4.69B,24.65,91.76,-0.35%,"38,289"
3747,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA,2.05B,33.81,31.83,-1.00%,"18,474"
3749,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,168.82M,-,6.54,-3.96%,712
3751,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,9.00B,55.62,80.75,1.38%,"155,545"
3753,TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA,1.03B,-,42.40,-0.68%,"23,134"
3755,TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,Ireland,53.22M,-,2.27,0.80%,"40,754"
3757,TRIP,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA,2.81B,-,20.29,-3.47%,"314,781"
3759,TRMK,Trustmark Corporation,Financial,Banks - Regional,USA,1.52B,11.73,23.03,-2.62%,"19,287"
3742,TPRE,Third Point Reinsurance Ltd.,Financial,Insurance - Reinsurance,Bermuda,748.08M,-,7.81,-0.26%,"59,245"
3744,TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA,350.22M,28.64,11.16,-0.36%,"27,249"
3746,TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,-,155.69,0.93%,"11,574,129"
3748,TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA,403.53M,47.61,15.64,-1.94%,"4,460"
3750,TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,4.31B,162.21,334.02,2.04%,"20,181"
3752,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,3.99B,-,16.97,1.01%,"618,015"
3754,TRI,Thomson Reuters Corporation,Industrials,Consulting Services,Canada,40.68B,111.14,82.99,-0.04%,"83,221"
3756,TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,1.49B,-,15.89,4.06%,"529,076"
3758,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,13.02B,27.27,52.44,0.26%,"141,067"
3760,TRN,"Trinity Industries, Inc.",Industrials,Railroads,USA,2.48B,-,20.45,-1.02%,"100,177"
3761,TRNE,Trine Acquisition Corp.,Financial,Shell Companies,USA,329.56M,-,10.92,-0.55%,"119,184"
3763,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,32.16B,16.97,143.06,-0.02%,"173,423"
3765,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,40.68B,12.56,43.58,0.51%,"485,041"
3767,TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1.12B,63.49,24.34,-2.44%,"19,506"
3769,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,2.64B,9.51,37.90,-1.35%,"88,707"
3771,TRU,TransUnion,Industrials,Consulting Services,USA,16.84B,54.76,89.58,0.36%,"260,713"
3773,TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,USA,3.14B,1995.33,89.54,-2.45%,"163,318"
3775,TRVG,trivago N.V.,Communication Services,Internet Content & Information,Germany,522.99M,-,1.48,1.37%,"51,715"
3777,TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Cyclical,Resorts & Casinos,USA,730.70M,-,23.99,2.57%,"36,109"
3779,TRXC,"TransEnterix, Inc.",Healthcare,Medical Devices,USA,40.48M,-,0.44,9.82%,"7,215,631"
3762,TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA,4.17B,57.17,60.96,-1.26%,"36,495"
3764,TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA,1.33B,150.16,9.04,-1.31%,"81,936"
3766,TRQ,Turquoise Hill Resources Ltd.,Basic Materials,Copper,Canada,1.53B,4.75,0.81,4.79%,"897,955"
3768,TRST,TrustCo Bank Corp NY,Financial,Banks - Regional,USA,547.72M,10.36,5.52,-2.99%,"53,220"
3770,TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA,688.64M,-,8.50,-1.85%,"53,427"
3772,TRUE,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA,563.68M,-,4.90,-3.09%,"266,304"
3774,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,29.45B,16.63,113.76,-2.39%,"166,669"
3776,TRVN,"Trevena, Inc.",Healthcare,Biotechnology,USA,470.19M,-,3.02,-1.15%,"1,439,237"
3778,TRX,Tanzanian Gold Corporation,Basic Materials,Gold,Canada,137.29M,-,0.75,-1.50%,"150,417"
3780,TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg,6.09B,-,9.96,-3.21%,"639,863"
3781,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,17.46B,25.85,151.75,0.53%,"218,572"
3783,TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,2.05B,27.39,20.25,1.12%,"69,735"
3785,TSLX,"Sixth Street Specialty Lending, Inc.",Financial,Asset Management,USA,1.17B,10.39,17.20,-0.52%,"87,615"
3787,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,21.85B,11.77,58.98,0.02%,"336,770"
3789,TSU,TIM Participacoes S.A.,Communication Services,Telecom Services,Brazil,5.89B,17.49,12.28,0.00%,0
3791,TTAC,TrimTabs All Cap U.S. Free-Cash-Flow ETF,Financial,Exchange Traded Fund,USA,-,-,43.47,-0.07%,"3,651"
3793,TTD,"The Trade Desk, Inc.",Technology,Software - Application,USA,28.93B,252.79,637.21,1.68%,"268,011"
3795,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA,5.80B,42.33,107.17,-0.80%,"61,983"
3797,TTI,"TETRA Technologies, Inc.",Energy,Oil & Gas Equipment & Services,USA,68.21M,-,0.52,-1.65%,"152,961"
3799,TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,USA,1.32B,30.73,12.58,-0.63%,"355,409"
3782,TSE,Trinseo S.A.,Basic Materials,Specialty Chemicals,USA,1.14B,-,29.16,-2.18%,"200,276"
3784,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,404.47B,1137.02,446.67,0.99%,"13,039,672"
3786,TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,419.65B,29.68,89.70,-1.33%,"3,476,551"
3788,TSQ,"Townsquare Media, Inc.",Communication Services,Advertising Agencies,USA,97.25M,-,5.00,0.00%,29
3790,TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland,31.75B,31.12,130.30,-1.26%,"159,517"
3792,TTC,The Toro Company,Industrials,Tools & Accessories,USA,9.36B,32.26,87.50,-0.45%,"79,922"
3794,TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services,USA,2.70B,27.52,57.10,-1.97%,"6,498"
3796,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,USA,1.34B,86.29,50.50,1.08%,"25,185"
3798,TTM,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,India,6.72B,4.83,9.11,-2.46%,"369,019"
3800,TTNP,"Titan Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,17.72M,-,0.15,-0.20%,"1,714,845"
3801,TTOO,"T2 Biosystems, Inc.",Healthcare,Diagnostics & Research,USA,201.23M,-,1.33,-2.57%,"500,392"
3803,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,18.97B,42.82,165.15,-1.19%,"272,330"
3805,TUFN,Tufin Software Technologies Ltd.,Technology,Software - Infrastructure,Israel,259.77M,-,7.65,-0.52%,"137,290"
3807,TUR,iShares MSCI Turkey ETF,Financial,Exchange Traded Fund,USA,-,-,19.76,-1.00%,"68,561"
3809,TUSK,"Mammoth Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,81.46M,-,1.68,-5.27%,"5,834"
3811,TVTY,"Tivity Health, Inc.",Healthcare,Medical Care Facilities,USA,761.52M,-,15.22,-1.81%,"63,000"
3813,TWI,"Titan International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,198.67M,-,3.08,-1.91%,"55,319"
3815,TWLO,Twilio Inc.,Communication Services,Internet Content & Information,USA,47.93B,-,338.76,2.74%,"1,431,471"
3817,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,1.66B,32.95,12.81,-1.12%,"295,316"
3819,TWOU,"2U, Inc.",Consumer Defensive,Education & Training Services,USA,2.53B,-,36.98,0.45%,"157,141"
3802,TTT,ProShares UltraPro Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,29.19,-1.58%,"9,522"
3804,TU,TELUS Corporation,Communication Services,Telecom Services,Canada,23.53B,20.82,18.43,-0.22%,"160,868"
3806,TUP,Tupperware Brands Corporation,Consumer Cyclical,Packaging & Containers,USA,1.10B,-,21.53,-1.38%,"393,986"
3808,TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,60.96M,-,1.97,0.43%,"5,734"
3810,TV,"Grupo Televisa, S.A.B.",Communication Services,Broadcasting,Mexico,4.00B,-,7.00,-2.37%,"89,142"
3812,TW,Tradeweb Markets Inc.,Financial,Capital Markets,USA,13.65B,55.85,59.88,0.30%,"120,681"
3814,TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,USA,79.13M,-,6.00,0.17%,"2,326"
3816,TWM,ProShares UltraShort Russell2000,Financial,Exchange Traded Fund,USA,-,-,7.64,1.87%,"961,580"
3818,TWO,Two Harbors Investment Corp.,Real Estate,REIT - Mortgage,USA,1.48B,-,5.31,-0.93%,"470,649"
3820,TWST,Twist Bioscience Corporation,Healthcare,Diagnostics & Research,USA,3.91B,-,92.39,2.29%,"167,427"
3821,TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information,USA,38.26B,-,48.03,-0.45%,"2,836,066"
3823,TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,USA,16.11B,-,160.48,2.19%,"353,301"
3825,TXN,Texas Instruments Incorporated,Technology,Semiconductors,USA,139.20B,29.05,155.16,0.17%,"1,023,362"
3827,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,8.47B,22.58,36.08,-2.13%,"107,149"
3829,TYL,"Tyler Technologies, Inc.",Technology,Software - Application,USA,15.44B,85.46,394.77,0.01%,"44,250"
3831,TYO,Direxion Daily 7-10 Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,7.85,-0.51%,"3,604"
3833,TZOO,Travelzoo,Consumer Cyclical,Travel Services,USA,78.46M,-,6.71,-2.33%,"2,959"
3835,UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,5.00B,-,11.18,1.08%,"892,614"
3837,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USA,10.55B,-,35.59,-2.17%,"7,416,371"
3839,UAN,"CVR Partners, LP",Basic Materials,Agricultural Inputs,USA,86.64M,-,0.77,-0.32%,"38,219"
3822,TX,Ternium S.A.,Basic Materials,Steel,Luxembourg,4.01B,20.10,19.14,-3.46%,"427,098"
3824,TXMD,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,482.10M,-,1.64,-1.20%,"369,369"
3826,TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,USA,4.91B,81.02,71.49,0.27%,"229,046"
3828,TYD,Direxion Daily 7-10 Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,67.29,0.71%,"2,400"
3830,TYME,"Tyme Technologies, Inc.",Healthcare,Biotechnology,USA,124.70M,-,1.00,-0.99%,"73,368"
3832,TZA,Direxion Daily Small Cap Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,13.18,2.69%,"5,937,813"
3834,U,Unity Software Inc.,Technology,Software - Application,USA,22.17B,-,91.73,1.92%,"1,018,462"
3836,UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,5.42B,-,12.85,0.94%,"2,090,452"
3838,UAMY,United States Antimony Corporation,Basic Materials,Other Industrial Metals & Mining,USA,41.67M,-,0.37,-1.66%,"503,918"
3840,UBA,Urstadt Biddle Properties Inc.,Real Estate,REIT - Retail,USA,390.35M,30.65,9.64,-2.92%,"103,127"
3841,UBER,"Uber Technologies, Inc.",Technology,Software - Application,USA,63.67B,-,36.17,-0.25%,"4,642,419"
3843,UBSI,"United Bankshares, Inc.",Financial,Banks - Regional,USA,3.24B,11.74,23.88,-3.52%,"72,692"
3845,UBX,"Unity Biotechnology, Inc.",Healthcare,Biotechnology,USA,213.67M,-,3.91,-2.98%,"258,778"
3847,UCO,ProShares Ultra Bloomberg Crude Oil,Financial,Exchange Traded Fund,USA,-,-,28.21,1.99%,"1,245,182"
3849,UDN,Invesco DB US Dollar Index Bearish Fund,Financial,Exchange Traded Fund,USA,-,-,20.99,-0.47%,"23,775"
3851,UDR,"UDR, Inc.",Real Estate,REIT - Residential,USA,10.57B,56.86,34.78,-2.14%,"369,747"
3853,UEC,Uranium Energy Corp.,Energy,Uranium,USA,207.07M,-,1.04,1.96%,"274,328"
3855,UEPS,"Net 1 UEPS Technologies, Inc.",Technology,Software - Infrastructure,South Africa,191.85M,-,3.34,-0.30%,"13,590"
3857,UFI,"Unifi, Inc.",Consumer Cyclical,Textile Manufacturing,USA,261.47M,-,13.93,-0.68%,"5,331"
3859,UFS,Domtar Corporation,Basic Materials,Paper & Paper Products,USA,1.56B,167.76,26.99,-2.49%,"126,550"
3842,UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland,45.80B,9.54,11.68,-1.10%,"691,691"
3844,UBT,ProShares Ultra 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,64.73,1.17%,"7,162"
3846,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,1.66B,9.95,18.85,-1.64%,"131,800"
3848,UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USA,965.77M,48.72,24.91,0.85%,"74,936"
3850,UDOW,ProShares UltraPro Dow30,Financial,Exchange Traded Fund,USA,-,-,86.21,-0.92%,"332,639"
3852,UE,Urban Edge Properties,Real Estate,REIT - Diversified,USA,1.25B,9.35,10.30,-3.83%,"113,890"
3854,UEIC,Universal Electronics Inc.,Technology,Consumer Electronics,USA,554.75M,19.10,39.38,-1.34%,"5,289"
3856,UFCS,"United Fire Group, Inc.",Financial,Insurance - Property & Casualty,USA,563.70M,-,21.70,-2.95%,"7,565"
3858,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,USA,3.67B,18.72,58.68,-1.54%,"25,745"
3860,UGA,"United States Gasoline Fund, LP",Financial,Exchange Traded Fund,USA,-,-,20.00,0.30%,"37,083"
3861,UGI,UGI Corporation,Utilities,Utilities - Regulated Gas,USA,7.34B,15.76,34.63,-0.77%,"140,134"
3863,UGP,Ultrapar Participacoes S.A.,Energy,Oil & Gas Refining & Marketing,Brazil,3.89B,90.79,3.24,-6.09%,"836,587"
3865,UHT,Universal Health Realty Income Trust,Real Estate,REIT - Healthcare Facilities,USA,827.97M,41.07,57.37,-2.65%,"9,326"
3867,UIHC,United Insurance Holdings Corp.,Financial,Insurance - Property & Casualty,USA,253.23M,-,5.63,-4.58%,"3,158"
3869,UL,The Unilever Group,Consumer Defensive,Household & Personal Products,Netherlands,161.68B,23.91,63.09,0.00%,"511,702"
3871,ULE,ProShares Ultra Euro,Financial,Exchange Traded Fund,USA,-,-,14.70,-1.04%,427
3873,UMBF,UMB Financial Corporation,Financial,Banks - Regional,USA,2.74B,14.93,55.36,-2.67%,"13,252"
3875,UMDD,ProShares UltraPro MidCap400,Financial,Exchange Traded Fund,USA,-,-,67.20,-1.70%,"2,750"
3877,UMPQ,Umpqua Holdings Corporation,Financial,Banks - Regional,USA,2.85B,-,12.42,-2.97%,"237,938"
3879,UNF,UniFirst Corporation,Industrials,Specialty Business Services,USA,3.70B,25.43,195.86,-2.03%,"6,971"
3862,UGL,ProShares Ultra Gold,Financial,Exchange Traded Fund,USA,-,-,68.80,-3.38%,"103,249"
3864,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,USA,9.43B,12.95,109.67,-0.14%,"133,520"
3866,UI,Ubiquiti Inc.,Technology,Communication Equipment,USA,12.00B,32.76,189.46,-0.41%,"19,209"
3868,UIS,Unisys Corporation,Technology,Information Technology Services,USA,679.88M,-,11.57,6.73%,"282,658"
3870,ULBI,Ultralife Corporation,Industrials,Specialty Industrial Machinery,USA,106.37M,20.49,6.40,-3.61%,"1,705"
3872,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USA,13.62B,48.66,239.76,0.78%,"136,075"
3874,UMC,United Microelectronics Corporation,Technology,Semiconductors,Taiwan,13.49B,25.69,5.41,-3.30%,"957,609"
3876,UMH,"UMH Properties, Inc.",Real Estate,REIT - Residential,USA,609.50M,-,14.23,-2.20%,"20,843"
3878,UN,The Unilever Group,Consumer Defensive,Household & Personal Products,Netherlands,160.77B,23.46,62.02,-0.05%,"527,325"
3880,UNFI,"United Natural Foods, Inc.",Consumer Defensive,Food Distribution,USA,959.87M,-,17.76,2.25%,"387,311"
3881,UNG,"United States Natural Gas Fund, LP",Financial,Exchange Traded Fund,USA,-,-,12.85,0.71%,"1,328,904"
3883,UNIT,Uniti Group Inc.,Real Estate,REIT - Specialty,USA,2.03B,-,10.40,-0.81%,"322,788"
3885,UNM,Unum Group,Financial,Insurance - Life,USA,3.95B,4.07,18.54,-2.98%,"524,893"
3887,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,3.16B,655.71,17.98,-2.07%,"205,573"
3889,UPRO,ProShares UltraPro S&P500,Financial,Exchange Traded Fund,USA,-,-,64.24,-0.94%,"1,551,033"
3891,UPWK,Upwork Inc.,Industrials,Staffing & Employment Services,USA,2.37B,-,20.19,0.90%,"287,721"
3893,URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,2.29B,-,23.39,-0.64%,"210,716"
3895,URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology,USA,488.72M,-,22.65,0.80%,"16,711"
3897,URTH,iShares MSCI World ETF,Financial,Exchange Traded Fund,USA,-,-,103.59,-0.59%,"10,901"
3899,USAC,"USA Compression Partners, LP",Energy,Oil & Gas Equipment & Services,USA,1.06B,-,10.85,1.12%,"14,110"
3882,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USA,308.39B,18.56,330.97,0.30%,"651,038"
3884,UNL,"United States 12 Month Natural Gas Fund, LP",Financial,Exchange Traded Fund,USA,-,-,8.87,-0.17%,464
3886,UNP,Union Pacific Corporation,Industrials,Railroads,USA,138.72B,25.64,205.05,-0.63%,"457,191"
3888,UPLD,"Upland Software, Inc.",Technology,Software - Application,USA,1.29B,-,44.50,1.04%,"44,042"
3890,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,152.00B,35.08,176.06,-0.27%,"626,958"
3892,URA,Global X Uranium ETF,Financial,Exchange Traded Fund,USA,-,-,10.85,-1.68%,"16,425"
3894,URE,ProShares Ultra Real Estate,Financial,Exchange Traded Fund,USA,-,-,59.07,-2.44%,"5,184"
3896,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,USA,14.54B,13.43,193.46,-2.83%,"234,358"
3898,URTY,ProShares UltraPro Russell2000,Financial,Exchange Traded Fund,USA,-,-,45.91,-2.67%,"455,918"
3900,USAK,"USA Truck, Inc.",Industrials,Trucking,USA,91.88M,-,10.45,-1.51%,"2,715"
3901,USB,U.S. Bancorp,Financial,Banks - Regional,USA,60.38B,12.49,38.81,-2.36%,"1,912,689"
3903,USD,ProShares Ultra Semiconductors,Financial,Exchange Traded Fund,USA,-,-,87.87,0.50%,"12,576"
3905,USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,USA,5.42B,-,24.90,-0.90%,"408,494"
3907,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,60.99,-0.18%,"257,170"
3909,USM,United States Cellular Corporation,Communication Services,Telecom Services,USA,2.64B,15.22,30.78,-1.54%,"13,987"
3911,USMV,iShares MSCI USA Min Vol Factor ETF,Financial,Exchange Traded Fund,USA,-,-,65.97,-0.54%,"476,409"
3913,USO,"United States Oil Fund, LP",Financial,Exchange Traded Fund,USA,-,-,28.41,1.21%,"1,205,065"
3915,UST,ProShares Ultra 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,75.40,0.51%,"20,252"
3917,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,USA,4.67B,10.70,103.80,-0.43%,"19,551"
3919,UTL,Unitil Corporation,Utilities,Utilities - Diversified,USA,605.96M,19.14,40.29,-1.99%,"6,516"
3902,USCR,"U.S. Concrete, Inc.",Basic Materials,Building Materials,USA,568.81M,27.06,32.55,-2.60%,"79,262"
3904,USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,Financial,Exchange Traded Fund,USA,-,-,26.35,0.42%,"6,279"
3906,USHY,iShares Broad USD High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,39.91,-0.45%,"381,876"
3908,USL,"United States 12 Month Oil Fund, LP",Financial,Exchange Traded Fund,USA,-,-,15.04,1.08%,"36,515"
3910,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,Financial,Exchange Traded Fund,USA,-,-,33.91,-0.35%,"11,406"
3912,USNA,"USANA Health Sciences, Inc.",Consumer Defensive,Household & Personal Products,USA,1.61B,15.41,77.81,-0.23%,"12,860"
3914,USPH,"U.S. Physical Therapy, Inc.",Healthcare,Medical Care Facilities,USA,1.14B,36.18,86.14,-0.83%,"4,975"
3916,USX,"U.S. Xpress Enterprises, Inc.",Industrials,Trucking,USA,487.43M,-,10.47,4.18%,"64,478"
3918,UTI,"Universal Technical Institute, Inc.",Consumer Defensive,Education & Training Services,USA,180.95M,47.59,5.29,-0.75%,"7,317"
3920,UTSI,UTStarcom Holdings Corp.,Technology,Communication Equipment,China,39.63M,-,1.07,-4.89%,"31,862"
3921,UTSL,Direxion Daily Utilities Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,27.74,-4.02%,"49,097"
3923,UUP,Invesco DB US Dollar Index Bullish Fund,Financial,Exchange Traded Fund,USA,-,-,25.25,0.56%,"386,392"
3925,UVE,"Universal Insurance Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,463.27M,53.32,14.13,-2.21%,"30,347"
3927,UVV,Universal Corporation,Consumer Defensive,Tobacco,USA,1.07B,14.23,42.72,-2.23%,"22,746"
3929,UWM,ProShares Ultra Russell2000,Financial,Exchange Traded Fund,USA,-,-,62.00,-1.82%,"137,740"
3931,UYG,ProShares Ultra Financials,Financial,Exchange Traded Fund,USA,-,-,33.83,-2.39%,"12,967"
3933,V,Visa Inc.,Financial,Credit Services,USA,431.41B,39.25,204.49,-0.93%,"2,001,317"
3935,VALE,Vale S.A.,Basic Materials,Other Industrial Metals & Mining,Brazil,58.01B,50.77,11.09,-1.16%,"7,686,517"
3937,VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,15.66B,60.35,171.90,0.01%,"234,806"
3939,VB,Vanguard Small-Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,-,165.81,-0.66%,"106,485"
3922,UTZ,"Utz Brands, Inc.",Consumer Defensive,Packaged Foods,USA,1.07B,320.00,17.50,-2.34%,"315,169"
3924,UUUU,Energy Fuels Inc.,Energy,Uranium,USA,193.19M,-,1.69,0.60%,"395,559"
3926,UVSP,Univest Financial Corporation,Financial,Banks - Regional,USA,473.92M,13.02,15.39,-3.81%,"5,602"
3928,UVXY,ProShares Ultra VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,-,-,16.55,0.97%,"9,242,341"
3930,UXIN,Uxin Limited,Communication Services,Internet Content & Information,China,319.73M,-,1.02,-1.92%,"218,330"
3932,UYM,ProShares Ultra Basic Materials,Financial,Exchange Traded Fund,USA,-,-,59.88,-0.73%,"1,499"
3934,VAC,Marriott Vacations Worldwide Corporation,Consumer Cyclical,Resorts & Casinos,USA,4.03B,-,96.19,-1.04%,"44,238"
